date,category,sub_category,product,price,quantity,total_sales
2025-12-15,clothes,men,shirt,11117,24,266808
2025-06-24,supermarket,none,cooking oil,50003,37,1850111
2025-07-21,electronics,none,mobile,34461,4,137844
2025-11-24,clothes,men,trouser,59594,1,59594
2025-02-03,supermarket,none,rice,29891,21,627711
2025-11-27,electronics,none,smartwatch,11900,12,142800
2025-08-23,clothes,women,top,44087,34,1498958
2025-02-13,electronics,none,headphones,5614,12,67368
2025-11-10,clothes,women,top,52030,9,468270
2025-07-28,supermarket,none,tea,7526,16,120416
2025-08-20,clothes,women,top,23611,18,424998
2025-04-14,stationary,none,page-folder,23535,2,47070
2025-08-29,clothes,men,shirt,46446,20,928920
2025-06-05,stationary,none,notebook,24188,24,580512
2025-04-04,stationary,none,pen,36353,7,254471
2025-10-16,electronics,none,mobile,20245,19,384655
2025-10-06,electronics,none,smartwatch,663,33,21879
2025-03-27,electronics,none,mobile,6413,37,237281
2025-09-14,supermarket,none,tea,6725,39,262275
2025-03-31,clothes,men,trouser,58846,4,235384
2025-03-17,supermarket,none,bread,6525,14,91350
2025-02-25,stationary,none,pen,1799,30,53970
2025-01-29,clothes,women,suits,25814,20,516280
2025-09-26,electronics,none,smartwatch,1280,22,28160
2025-08-25,electronics,none,smartwatch,39808,27,1074816
2025-12-17,clothes,men,shirt,9367,27,252909
2025-12-04,electronics,none,mobile,42952,34,1460368
2025-06-07,clothes,men,trouser,35267,37,1304879
2025-06-16,supermarket,none,cooking oil,48534,12,582408
2025-05-27,stationary,none,notebook,22801,23,524423
2025-01-21,electronics,none,headphones,20466,2,40932
2025-04-25,supermarket,none,tea,2855,19,54245
2025-05-20,clothes,women,top,34919,27,942813
2025-09-17,stationary,none,notebook,49792,2,99584
2025-05-16,electronics,none,laptop,16970,33,560010
2025-02-23,supermarket,none,cooking oil,4311,40,172440
2025-04-29,electronics,none,laptop,931,22,20482
2025-08-31,electronics,none,laptop,18719,37,692603
2025-08-06,supermarket,none,tea,17147,7,120029
2025-06-14,electronics,none,headphones,39135,32,1252320
2025-11-05,electronics,none,smartwatch,20015,15,300225
2025-12-11,clothes,men,shirt,13790,29,399910
2025-08-02,stationary,none,page-folder,3086,21,64806
2025-11-06,supermarket,none,cooking oil,4651,6,27906
2025-04-23,stationary,none,notebook,984,3,2952
2025-05-10,clothes,women,top,5414,15,81210
2025-12-04,clothes,women,top,28206,26,733356
2025-06-25,electronics,none,laptop,31889,37,1179893
2025-04-25,stationary,none,page-folder,19299,24,463176
2025-11-14,clothes,women,suits,15177,10,151770
2025-11-10,electronics,none,laptop,14212,9,127908
2025-12-12,supermarket,none,bread,15881,8,127048
2025-03-29,stationary,none,notebook,6203,4,24812
2025-08-15,clothes,men,shirt,52674,2,105348
2025-04-05,clothes,women,top,6860,3,20580
2025-04-19,electronics,none,headphones,40717,24,977208
2025-11-19,clothes,men,trouser,40987,4,163948
2025-08-12,electronics,none,laptop,39442,21,828282
2025-06-06,clothes,men,trouser,56573,37,2093201
2025-09-20,electronics,none,headphones,18965,8,151720
2025-01-20,supermarket,none,cooking oil,1195,6,7170
2025-05-03,electronics,none,headphones,42489,14,594846
2025-04-06,stationary,none,pencil,58376,22,1284272
2025-08-05,supermarket,none,cooking oil,390,29,11310
2025-05-10,supermarket,none,rice,39744,6,238464
2025-08-09,supermarket,none,bread,59670,40,2386800
2025-04-20,stationary,none,notebook,31124,14,435736
2025-08-18,electronics,none,headphones,13181,3,39543
2025-02-03,supermarket,none,tea,2739,19,52041
2025-05-16,clothes,men,shirt,40188,35,1406580
2025-01-01,supermarket,none,cooking oil,13316,13,173108
2025-06-10,electronics,none,mobile,25715,14,360010
2025-09-07,electronics,none,headphones,27369,40,1094760
2025-10-23,stationary,none,pencil,58911,37,2179707
2025-08-18,stationary,none,notebook,35531,22,781682
2025-03-13,supermarket,none,cooking oil,53290,25,1332250
2025-01-22,clothes,men,shirt,9296,10,92960
2025-01-24,stationary,none,pencil,27741,2,55482
2025-12-12,supermarket,none,cooking oil,49970,14,699580
2025-07-23,supermarket,none,tea,22038,26,572988
2025-11-10,clothes,women,top,51737,34,1759058
2025-11-04,electronics,none,headphones,3561,25,89025
2025-08-29,clothes,men,shirt,53863,5,269315
2025-01-17,stationary,none,pencil,13593,29,394197
2025-01-11,electronics,none,smartwatch,25991,5,129955
2025-05-28,stationary,none,pencil,30171,17,512907
2025-12-10,stationary,none,pencil,35875,18,645750
2025-08-12,supermarket,none,bread,5535,9,49815
2025-11-27,electronics,none,headphones,47868,12,574416
2025-01-14,supermarket,none,bread,56099,8,448792
2025-09-21,electronics,none,headphones,17379,19,330201
2025-11-19,clothes,women,top,46647,12,559764
2025-08-22,stationary,none,pencil,47074,19,894406
2025-10-18,stationary,none,pencil,26772,38,1017336
2025-07-03,stationary,none,notebook,50728,31,1572568
2025-07-26,clothes,women,suits,26437,6,158622
2025-05-09,stationary,none,notebook,16750,11,184250
2025-08-04,clothes,women,suits,2638,5,13190
2025-07-21,electronics,none,smartwatch,23941,9,215469
2025-07-20,supermarket,none,rice,25781,6,154686
2025-12-18,stationary,none,pencil,21596,33,712668
2025-12-14,supermarket,none,bread,12008,4,48032
2025-10-10,electronics,none,laptop,49551,9,445959
2025-12-03,supermarket,none,rice,23762,20,475240
2025-12-02,electronics,none,mobile,9934,2,19868
2025-04-29,supermarket,none,cooking oil,36115,8,288920
2025-08-08,clothes,men,shirt,10140,19,192660
2025-01-25,stationary,none,page-folder,58985,19,1120715
2025-10-22,supermarket,none,rice,53964,38,2050632
2025-08-05,electronics,none,headphones,57743,35,2021005
2025-07-29,electronics,none,smartwatch,49395,34,1679430
2025-12-22,electronics,none,smartwatch,57511,1,57511
2025-04-26,stationary,none,pencil,13503,32,432096
2025-10-30,clothes,men,shirt,4576,37,169312
2025-09-18,supermarket,none,tea,21894,11,240834
2025-12-20,stationary,none,notebook,57198,36,2059128
2025-04-08,stationary,none,pencil,13842,15,207630
2025-07-10,electronics,none,headphones,52907,27,1428489
2025-01-31,supermarket,none,tea,7631,30,228930
2025-10-10,clothes,men,shirt,45776,1,45776
2025-10-18,supermarket,none,rice,41516,7,290612
2025-08-17,supermarket,none,bread,39805,38,1512590
2025-08-27,stationary,none,page-folder,18302,1,18302
2025-06-08,electronics,none,mobile,47665,19,905635
2025-06-30,supermarket,none,tea,33844,10,338440
2025-10-03,clothes,men,shirt,17039,39,664521
2025-10-26,stationary,none,page-folder,44457,35,1555995
2025-02-20,supermarket,none,tea,47378,10,473780
2025-03-22,supermarket,none,tea,41179,37,1523623
2025-11-04,electronics,none,headphones,19055,29,552595
2025-05-26,clothes,women,top,27462,7,192234
2025-01-17,supermarket,none,tea,30951,25,773775
2025-09-08,clothes,men,trouser,23967,24,575208
2025-09-15,supermarket,none,cooking oil,39205,31,1215355
2025-04-12,clothes,women,top,39032,34,1327088
2025-10-07,stationary,none,pencil,33001,1,33001
2025-08-26,electronics,none,headphones,58085,26,1510210
2025-04-02,electronics,none,headphones,8598,8,68784
2025-01-05,clothes,men,trouser,13523,17,229891
2025-04-16,supermarket,none,rice,7800,25,195000
2025-07-13,stationary,none,pencil,20811,36,749196
2025-03-04,stationary,none,pen,28691,7,200837
2025-04-04,stationary,none,page-folder,32862,18,591516
2025-05-09,supermarket,none,rice,17148,40,685920
2025-10-22,clothes,women,top,28093,31,870883
2025-09-14,electronics,none,smartwatch,55960,18,1007280
2025-10-01,clothes,men,shirt,16027,17,272459
2025-08-26,electronics,none,headphones,35367,5,176835
2025-06-12,electronics,none,smartwatch,51758,3,155274
2025-04-05,clothes,women,suits,59884,24,1437216
2025-06-21,stationary,none,pen,39841,24,956184
2025-04-11,clothes,men,trouser,20487,32,655584
2025-02-18,supermarket,none,cooking oil,20185,27,544995
2025-10-19,supermarket,none,cooking oil,26190,15,392850
2025-02-17,clothes,women,top,38213,26,993538
2025-06-19,stationary,none,pen,56888,19,1080872
2025-12-30,supermarket,none,cooking oil,17221,27,464967
2025-12-09,electronics,none,headphones,14211,38,540018
2025-11-22,supermarket,none,cooking oil,56338,37,2084506
2025-10-24,clothes,women,top,59390,24,1425360
2025-09-13,clothes,women,suits,30071,16,481136
2025-08-26,supermarket,none,tea,9598,16,153568
2025-06-19,electronics,none,mobile,20431,26,531206
2025-09-16,clothes,men,trouser,17702,35,619570
2025-06-16,electronics,none,mobile,48607,23,1117961
2025-09-30,supermarket,none,cooking oil,52375,1,52375
2025-12-17,supermarket,none,rice,50772,37,1878564
2025-06-16,clothes,women,top,42907,3,128721
2025-10-06,electronics,none,smartwatch,5785,25,144625
2025-09-15,electronics,none,mobile,31330,20,626600
2025-02-18,stationary,none,notebook,3191,38,121258
2025-05-31,clothes,men,trouser,54389,12,652668
2025-08-11,supermarket,none,tea,35987,16,575792
2025-06-19,supermarket,none,cooking oil,20000,23,460000
2025-09-25,clothes,men,shirt,15024,5,75120
2025-04-14,clothes,men,shirt,12358,11,135938
2025-04-18,supermarket,none,tea,29658,20,593160
2025-06-05,electronics,none,headphones,5739,8,45912
2025-01-06,supermarket,none,rice,36093,9,324837
2025-08-11,stationary,none,pencil,14515,39,566085
2025-10-12,stationary,none,pencil,3930,6,23580
2025-04-25,electronics,none,laptop,10197,7,71379
2025-06-12,electronics,none,laptop,5537,5,27685
2025-05-25,electronics,none,smartwatch,32358,27,873666
2025-06-26,stationary,none,pen,58465,33,1929345
2025-01-19,clothes,women,top,50110,11,551210
2025-07-04,clothes,men,shirt,29479,37,1090723
2025-05-19,supermarket,none,rice,45222,22,994884
2025-07-20,electronics,none,laptop,54780,36,1972080
2025-02-10,clothes,women,top,37206,33,1227798
2025-03-09,stationary,none,pencil,12598,35,440930
2025-07-23,electronics,none,headphones,16146,23,371358
2025-09-05,electronics,none,mobile,19385,8,155080
2025-08-02,stationary,none,pen,50193,18,903474
2025-11-18,stationary,none,notebook,17528,39,683592
2025-11-30,stationary,none,page-folder,3928,40,157120
2025-06-30,supermarket,none,tea,490,33,16170
2025-11-22,stationary,none,page-folder,4741,7,33187
2025-05-22,supermarket,none,bread,53924,8,431392
2025-03-14,supermarket,none,cooking oil,1049,17,17833
2025-06-28,electronics,none,smartwatch,6587,26,171262
2025-11-21,supermarket,none,bread,45804,26,1190904
2025-03-10,stationary,none,page-folder,22362,1,22362
2025-12-09,electronics,none,smartwatch,46218,28,1294104
2025-04-10,supermarket,none,tea,32165,2,64330
2025-07-18,electronics,none,headphones,53069,12,636828
2025-12-06,clothes,women,top,49870,28,1396360
2025-05-07,electronics,none,mobile,29289,38,1112982
2025-10-13,supermarket,none,tea,54006,30,1620180
2025-08-16,supermarket,none,bread,11108,22,244376
2025-09-22,stationary,none,pencil,57905,12,694860
2025-07-14,electronics,none,mobile,21995,35,769825
2025-06-05,stationary,none,pencil,26707,6,160242
2025-07-03,clothes,men,shirt,56313,22,1238886
2025-07-22,clothes,women,top,14307,2,28614
2025-12-22,electronics,none,mobile,23884,13,310492
2025-06-05,supermarket,none,bread,37008,8,296064
2025-02-12,stationary,none,notebook,38527,14,539378
2025-05-26,stationary,none,page-folder,31612,5,158060
2025-11-10,clothes,men,shirt,13099,39,510861
2025-04-04,clothes,men,trouser,59001,14,826014
2025-04-11,stationary,none,page-folder,3001,3,9003
2025-11-22,electronics,none,headphones,5421,32,173472
2025-05-01,stationary,none,pencil,2249,36,80964
2025-05-14,electronics,none,headphones,16820,30,504600
2025-10-31,clothes,men,trouser,23662,23,544226
2025-09-17,supermarket,none,cooking oil,32652,33,1077516
2025-08-13,stationary,none,pencil,49295,33,1626735
2025-05-01,stationary,none,page-folder,16236,16,259776
2025-06-09,clothes,women,top,8763,18,157734
2025-05-25,supermarket,none,rice,2155,9,19395
2025-07-25,stationary,none,notebook,28359,11,311949
2025-08-29,clothes,women,suits,57446,38,2182948
2025-11-23,supermarket,none,bread,1560,26,40560
2025-09-28,clothes,men,shirt,43793,27,1182411
2025-10-05,supermarket,none,tea,42213,17,717621
2025-02-22,electronics,none,smartwatch,35087,29,1017523
2025-10-16,stationary,none,page-folder,51331,5,256655
2025-11-05,supermarket,none,bread,51053,15,765795
2025-05-11,electronics,none,headphones,17889,13,232557
2025-08-10,clothes,men,shirt,32934,22,724548
2025-12-23,stationary,none,pen,1448,5,7240
2025-02-21,stationary,none,pencil,29347,25,733675
2025-12-04,electronics,none,laptop,45323,7,317261
2025-06-08,electronics,none,headphones,4637,24,111288
2025-04-27,electronics,none,headphones,45051,13,585663
2025-10-30,supermarket,none,bread,40640,17,690880
2025-03-06,stationary,none,pen,42361,10,423610
2025-09-13,clothes,women,top,33963,35,1188705
2025-03-07,stationary,none,notebook,1102,19,20938
2025-09-09,electronics,none,laptop,52197,8,417576
2025-11-28,stationary,none,pencil,2432,1,2432
2025-07-05,electronics,none,laptop,3158,19,60002
2025-01-17,stationary,none,page-folder,38295,9,344655
2025-10-12,electronics,none,headphones,56552,9,508968
2025-05-21,electronics,none,headphones,13733,1,13733
2025-05-06,stationary,none,page-folder,7593,18,136674
2025-09-05,stationary,none,pen,42048,14,588672
2025-11-02,electronics,none,smartwatch,21991,17,373847
2025-02-19,stationary,none,notebook,37544,18,675792
2025-12-26,electronics,none,mobile,52161,30,1564830
2025-04-02,electronics,none,laptop,56342,14,788788
2025-02-03,stationary,none,pen,45736,27,1234872
2025-10-30,stationary,none,pencil,14405,35,504175
2025-09-05,clothes,women,top,34723,8,277784
2025-05-01,stationary,none,pencil,11269,31,349339
2025-11-04,supermarket,none,tea,54794,10,547940
2025-03-03,stationary,none,notebook,6310,9,56790
2025-09-13,electronics,none,headphones,21791,36,784476
2025-04-06,supermarket,none,cooking oil,39948,27,1078596
2025-07-13,supermarket,none,bread,27866,8,222928
2025-04-24,supermarket,none,bread,39756,1,39756
2025-11-20,supermarket,none,tea,16684,21,350364
2025-09-17,electronics,none,headphones,8674,17,147458
2025-04-09,clothes,men,shirt,8644,28,242032
2025-04-16,clothes,men,trouser,22403,13,291239
2025-11-08,stationary,none,pencil,43227,36,1556172
2025-05-18,electronics,none,mobile,38628,28,1081584
2025-07-29,stationary,none,pen,8879,24,213096
2025-11-19,electronics,none,laptop,16115,12,193380
2025-12-05,stationary,none,pen,30417,1,30417
2025-11-08,electronics,none,laptop,49724,36,1790064
2025-01-20,supermarket,none,bread,31217,20,624340
2025-02-22,stationary,none,page-folder,55633,4,222532
2025-10-24,electronics,none,smartwatch,54762,10,547620
2025-11-05,stationary,none,pen,38933,39,1518387
2025-03-20,stationary,none,pen,17373,9,156357
2025-05-10,electronics,none,smartwatch,8258,29,239482
2025-06-08,stationary,none,pencil,29978,37,1109186
2025-06-12,supermarket,none,tea,5540,5,27700
2025-06-06,clothes,women,suits,4326,3,12978
2025-05-23,clothes,men,shirt,52887,6,317322
2025-07-02,supermarket,none,tea,53208,18,957744
2025-06-17,supermarket,none,rice,18032,19,342608
2025-12-25,stationary,none,notebook,20626,27,556902
2025-10-14,clothes,men,trouser,37829,12,453948
2025-11-16,supermarket,none,tea,29577,33,976041
2025-07-06,electronics,none,headphones,15939,22,350658
2025-04-07,electronics,none,headphones,47351,15,710265
2025-03-09,supermarket,none,bread,20034,33,661122
2025-04-05,clothes,women,suits,30489,20,609780
2025-01-07,supermarket,none,rice,28823,23,662929
2025-05-19,stationary,none,pencil,47278,13,614614
2025-07-19,electronics,none,headphones,38663,32,1237216
2025-10-23,supermarket,none,cooking oil,55906,30,1677180
2025-09-07,stationary,none,pencil,54029,13,702377
2025-04-10,stationary,none,pencil,21304,28,596512
2025-09-09,electronics,none,mobile,8919,38,338922
2025-07-21,supermarket,none,bread,960,21,20160
2025-07-19,clothes,women,suits,25460,18,458280
2025-04-18,electronics,none,mobile,33265,2,66530
2025-07-21,electronics,none,smartwatch,24579,32,786528
2025-09-21,electronics,none,smartwatch,49267,16,788272
2025-05-30,supermarket,none,cooking oil,47914,37,1772818
2025-04-10,supermarket,none,cooking oil,16917,14,236838
2025-12-04,electronics,none,smartwatch,54268,40,2170720
2025-12-11,supermarket,none,tea,19643,14,275002
2025-01-03,clothes,women,top,44680,16,714880
2025-11-07,clothes,women,top,43662,35,1528170
2025-07-06,electronics,none,headphones,1109,23,25507
2025-01-20,stationary,none,page-folder,6949,20,138980
2026-01-01,supermarket,none,rice,18450,3,55350
2025-01-13,electronics,none,mobile,2569,8,20552
2025-08-19,supermarket,none,cooking oil,59726,35,2090410
2025-10-11,supermarket,none,bread,47651,36,1715436
2025-05-20,clothes,women,top,2887,19,54853
2025-02-15,stationary,none,notebook,47213,38,1794094
2025-06-23,supermarket,none,cooking oil,53546,3,160638
2025-08-15,clothes,men,shirt,38084,16,609344
2025-09-01,stationary,none,pencil,40449,33,1334817
2025-04-09,clothes,women,suits,34000,9,306000
2025-02-14,electronics,none,smartwatch,36443,15,546645
2025-07-19,clothes,women,suits,9384,37,347208
2025-09-28,clothes,women,top,9508,40,380320
2025-08-07,clothes,women,top,49460,23,1137580
2025-10-03,stationary,none,page-folder,59829,12,717948
2025-09-21,electronics,none,smartwatch,21851,34,742934
2025-05-21,electronics,none,headphones,50683,30,1520490
2025-11-18,supermarket,none,bread,39975,15,599625
2025-03-30,supermarket,none,tea,29916,29,867564
2025-06-30,electronics,none,smartwatch,47272,21,992712
2025-04-21,clothes,men,trouser,43210,31,1339510
2025-09-25,electronics,none,smartwatch,50237,3,150711
2025-09-21,electronics,none,laptop,23768,37,879416
2025-04-19,electronics,none,headphones,35614,5,178070
2025-08-31,stationary,none,page-folder,26152,29,758408
2025-11-04,stationary,none,pencil,42863,20,857260
2025-09-21,clothes,men,shirt,45535,27,1229445
2025-05-04,supermarket,none,rice,17839,20,356780
2025-08-30,stationary,none,pencil,39223,33,1294359
2025-10-08,supermarket,none,cooking oil,40356,29,1170324
2025-08-27,supermarket,none,tea,53131,31,1647061
2025-09-13,supermarket,none,rice,10292,39,401388
2025-03-11,electronics,none,headphones,6510,3,19530
2025-05-10,electronics,none,headphones,41275,1,41275
2025-05-21,clothes,men,trouser,57067,21,1198407
2025-12-12,clothes,women,suits,39359,30,1180770
2025-03-26,electronics,none,laptop,40420,19,767980
2025-07-24,stationary,none,pencil,39236,36,1412496
2025-03-10,electronics,none,smartwatch,27150,40,1086000
2025-09-03,supermarket,none,tea,38020,18,684360
2025-06-18,electronics,none,mobile,41444,5,207220
2025-10-31,clothes,women,top,13257,15,198855
2025-09-08,clothes,men,shirt,6115,6,36690
2025-04-21,clothes,women,top,42411,1,42411
2025-12-31,electronics,none,headphones,8652,1,8652
2025-01-24,clothes,men,shirt,19875,9,178875
2025-09-18,electronics,none,mobile,34387,5,171935
2025-03-09,electronics,none,headphones,330,10,3300
2025-03-20,stationary,none,notebook,52925,32,1693600
2025-04-13,stationary,none,page-folder,45062,9,405558
2025-12-22,supermarket,none,rice,3655,32,116960
2025-08-15,clothes,women,top,31128,16,498048
2025-09-24,electronics,none,smartwatch,48260,20,965200
2025-08-28,supermarket,none,tea,10907,12,130884
2025-09-11,electronics,none,smartwatch,17596,12,211152
2025-04-28,supermarket,none,tea,41072,18,739296
2025-05-05,stationary,none,pen,32040,12,384480
2025-02-11,electronics,none,laptop,52231,18,940158
2025-01-13,stationary,none,page-folder,55273,22,1216006
2025-04-05,clothes,men,shirt,28298,34,962132
2025-07-13,clothes,men,shirt,22133,13,287729
2025-10-01,supermarket,none,rice,10556,29,306124
2025-07-02,electronics,none,headphones,59588,22,1310936
2025-05-31,clothes,men,trouser,28274,26,735124
2025-04-29,supermarket,none,bread,57308,37,2120396
2025-05-02,supermarket,none,bread,40322,32,1290304
2025-12-18,electronics,none,smartwatch,51301,28,1436428
2025-11-29,clothes,men,shirt,56317,16,901072
2025-03-11,stationary,none,notebook,39362,5,196810
2025-11-11,stationary,none,page-folder,12868,3,38604
2025-02-09,stationary,none,notebook,18233,15,273495
2025-05-31,stationary,none,pencil,7835,2,15670
2025-11-28,stationary,none,notebook,8568,27,231336
2025-07-03,supermarket,none,cooking oil,3964,3,11892
2025-04-25,stationary,none,notebook,40565,29,1176385
2025-04-19,electronics,none,mobile,9689,18,174402
2025-03-15,electronics,none,mobile,42236,11,464596
2025-08-18,stationary,none,pencil,29218,7,204526
2025-12-06,electronics,none,smartwatch,16313,26,424138
2025-04-10,stationary,none,notebook,13986,8,111888
2025-03-28,electronics,none,laptop,43779,6,262674
2025-09-03,supermarket,none,cooking oil,1962,30,58860
2025-05-16,stationary,none,pen,4828,33,159324
2025-11-25,supermarket,none,rice,50489,30,1514670
2025-12-08,stationary,none,page-folder,50432,3,151296
2025-11-16,clothes,women,top,33297,39,1298583
2025-09-01,stationary,none,pen,35949,8,287592
2025-08-22,clothes,men,shirt,30489,5,152445
2025-10-04,stationary,none,notebook,30354,39,1183806
2025-03-30,clothes,women,suits,39906,22,877932
2025-05-19,stationary,none,pen,3852,25,96300
2025-07-22,stationary,none,page-folder,5315,3,15945
2025-07-13,clothes,men,trouser,10081,25,252025
2025-02-02,stationary,none,notebook,38590,30,1157700
2025-05-26,electronics,none,smartwatch,53825,34,1830050
2025-09-11,electronics,none,smartwatch,49355,11,542905
2025-09-24,electronics,none,smartwatch,54681,34,1859154
2025-10-26,clothes,women,suits,50562,4,202248
2025-12-20,clothes,men,trouser,1957,18,35226
2025-07-18,clothes,men,trouser,3531,12,42372
2025-06-28,supermarket,none,rice,27121,26,705146
2025-12-13,clothes,women,suits,27537,5,137685
2025-07-19,stationary,none,notebook,49548,21,1040508
2025-12-19,clothes,women,top,38253,26,994578
2025-02-19,electronics,none,smartwatch,14315,2,28630
2025-03-26,stationary,none,page-folder,30825,12,369900
2025-01-28,stationary,none,pencil,3599,25,89975
2025-09-29,clothes,men,trouser,59569,13,774397
2025-07-29,electronics,none,smartwatch,45358,1,45358
2025-08-09,stationary,none,pencil,22646,30,679380
2025-05-08,stationary,none,pencil,6945,5,34725
2025-12-24,clothes,men,shirt,3998,38,151924
2025-05-05,electronics,none,smartwatch,15694,31,486514
2025-06-10,stationary,none,pencil,14595,34,496230
2025-02-08,stationary,none,pencil,4701,28,131628
2025-06-14,supermarket,none,rice,56455,6,338730
2025-07-25,stationary,none,notebook,25264,27,682128
2025-06-11,clothes,women,top,19173,15,287595
2025-06-10,electronics,none,laptop,53020,40,2120800
2025-10-18,supermarket,none,tea,6152,21,129192
2025-09-02,electronics,none,smartwatch,28027,37,1036999
2025-07-16,clothes,women,top,24900,32,796800
2025-03-20,supermarket,none,cooking oil,43301,4,173204
2025-07-21,supermarket,none,rice,51159,5,255795
2025-12-26,electronics,none,headphones,4784,34,162656
2025-09-14,stationary,none,notebook,14560,31,451360
2025-10-04,supermarket,none,cooking oil,5977,16,95632
2025-05-31,clothes,women,top,32823,14,459522
2025-05-16,supermarket,none,cooking oil,31430,7,220010
2025-11-18,stationary,none,notebook,1904,32,60928
2025-11-04,clothes,men,shirt,47855,2,95710
2025-07-14,stationary,none,pencil,33737,21,708477
2025-02-23,electronics,none,mobile,55455,26,1441830
2025-05-04,supermarket,none,cooking oil,25925,27,699975
2025-02-18,clothes,men,shirt,55927,16,894832
2025-03-30,electronics,none,laptop,41494,1,41494
2025-01-25,stationary,none,pencil,58340,26,1516840
2025-05-15,electronics,none,smartwatch,27741,5,138705
2025-04-29,clothes,men,trouser,33423,22,735306
2025-06-25,stationary,none,page-folder,46743,13,607659
2025-09-25,clothes,women,suits,27289,2,54578
2025-10-31,clothes,men,trouser,56473,7,395311
2025-01-09,stationary,none,pencil,57503,14,805042
2025-01-25,stationary,none,pen,35972,15,539580
2025-07-09,clothes,women,top,17341,25,433525
2025-07-19,supermarket,none,tea,37726,35,1320410
2025-08-17,supermarket,none,bread,9365,27,252855
2025-06-09,clothes,women,suits,5502,24,132048
2025-04-22,electronics,none,mobile,29709,33,980397
2025-04-15,stationary,none,page-folder,43158,3,129474
2025-06-19,clothes,women,top,55336,24,1328064
2025-10-07,supermarket,none,cooking oil,19582,1,19582
2025-01-16,supermarket,none,bread,9529,9,85761
2025-12-08,clothes,men,trouser,45134,14,631876
2025-06-29,clothes,women,suits,14758,7,103306
2025-07-19,electronics,none,mobile,30869,29,895201
2025-04-12,stationary,none,page-folder,50101,39,1953939
2025-05-26,supermarket,none,bread,3436,36,123696
2025-01-03,stationary,none,notebook,55350,16,885600
2025-05-27,stationary,none,notebook,45959,14,643426
2025-12-30,stationary,none,pencil,46178,1,46178
2025-05-08,stationary,none,notebook,17975,37,665075
2025-02-27,clothes,women,suits,13227,27,357129
2025-10-10,clothes,men,trouser,32898,20,657960
2025-08-10,supermarket,none,cooking oil,35314,33,1165362
2025-05-13,electronics,none,laptop,443,19,8417
2025-05-09,clothes,men,trouser,37290,1,37290
2025-05-26,stationary,none,pencil,158,2,316
2025-10-01,clothes,women,top,16127,12,193524
2025-05-14,electronics,none,smartwatch,19089,13,248157
2025-03-13,stationary,none,page-folder,5252,18,94536
2025-11-28,clothes,men,shirt,48833,4,195332
2025-09-13,clothes,women,suits,48388,20,967760
2025-11-12,supermarket,none,bread,23000,20,460000
2025-06-02,supermarket,none,bread,28626,24,687024
2025-08-13,electronics,none,headphones,9378,24,225072
2025-02-07,stationary,none,pen,42859,9,385731
2025-11-14,electronics,none,mobile,14064,40,562560
2025-02-26,electronics,none,headphones,39124,22,860728
2025-11-19,electronics,none,smartwatch,32552,36,1171872
2025-11-23,stationary,none,pencil,6394,17,108698
2025-05-22,clothes,men,trouser,45248,37,1674176
2025-03-09,electronics,none,smartwatch,21421,25,535525
2025-11-18,electronics,none,mobile,55947,35,1958145
2025-01-03,supermarket,none,cooking oil,54622,30,1638660
2025-10-16,clothes,men,shirt,36410,40,1456400
2025-05-03,stationary,none,page-folder,38211,29,1108119
2025-03-04,stationary,none,pencil,24674,32,789568
2025-05-08,clothes,women,top,46025,17,782425
2025-09-01,stationary,none,pencil,58563,15,878445
2025-11-09,supermarket,none,cooking oil,11561,34,393074
2025-04-16,electronics,none,mobile,46748,27,1262196
2025-04-10,electronics,none,mobile,33490,14,468860
2025-01-27,stationary,none,notebook,42525,9,382725
2025-09-20,stationary,none,notebook,59611,17,1013387
2025-02-14,supermarket,none,cooking oil,23385,30,701550
2025-10-01,stationary,none,pen,3355,35,117425
2025-04-11,stationary,none,notebook,1328,40,53120
2025-12-08,supermarket,none,rice,29428,8,235424
2025-08-04,electronics,none,laptop,49696,7,347872
2025-03-01,supermarket,none,cooking oil,21918,30,657540
2025-02-14,stationary,none,notebook,31070,15,466050
2025-06-14,electronics,none,headphones,19521,16,312336
2025-10-08,stationary,none,notebook,7233,33,238689
2025-03-22,supermarket,none,tea,37362,29,1083498
2025-04-19,supermarket,none,tea,49574,40,1982960
2025-06-21,clothes,women,top,44776,31,1388056
2025-04-16,supermarket,none,bread,30238,17,514046
2025-02-24,clothes,men,shirt,5221,9,46989
2025-05-24,electronics,none,smartwatch,32771,32,1048672
2025-08-29,clothes,women,suits,8313,40,332520
2025-11-27,electronics,none,mobile,7819,31,242389
2025-08-08,supermarket,none,rice,52507,21,1102647
2025-07-10,clothes,men,shirt,22311,11,245421
2025-06-01,electronics,none,smartwatch,52948,3,158844
2025-01-04,electronics,none,headphones,4506,34,153204
2025-05-06,electronics,none,mobile,26560,24,637440
2025-08-05,stationary,none,pen,17748,15,266220
2025-05-28,electronics,none,mobile,41697,40,1667880
2025-10-16,electronics,none,headphones,24934,39,972426
2025-02-18,stationary,none,notebook,22053,14,308742
2025-08-24,supermarket,none,rice,32343,19,614517
2025-03-10,supermarket,none,cooking oil,23111,32,739552
2025-04-11,clothes,women,suits,15663,27,422901
2025-07-04,electronics,none,mobile,32147,36,1157292
2025-08-26,stationary,none,pen,17345,37,641765
2025-08-05,electronics,none,headphones,39462,11,434082
2025-10-13,clothes,men,shirt,35751,6,214506
2025-07-25,clothes,women,top,39922,26,1037972
